"ADC_doi","funding","abstract","Pub_citation","pub_abstract"
"urn:uuid:593996b0-3cc2-45ab-8230-fb1acc2e91cd",1836898,"These data are a part of the Arctic Observing Network sites in northern Alaska under the project title: Arctic Observing Networks (AON): Collaborative Research: International Tundra Experiment (ITEX) AON - understanding the relationships between vegetation change, plant phenology, and ecosystem function in a warming Arctic. These file represent spectral reflectance data measured near-daily within a 2m X 50m tundra vegetation monitoring transect. This sensor trolley platform is known as the Mobile Instrumented Sensor Platform (MISP) and formerly known as the Networked Info-Mechanical System. These datasets spectroradiometer data from the Ocean Optics Jaz Combo-2. Channel 0 (denoted _00jaz in file names) is the fiber looking at the earth's surface, Channel 1 (denoted _01jaz in file names) is the fiber looking at the reference.","May, Jeremy L. and Hollister, Robert D. and Betway, Katlyn R. and Harris, Jacob A. and Tweedie, Craig E. and Welker, Jeffrey M. and Gould, William A. and Oberbauer, Steven F.~NDVI Changes Show Warming Increases the Length of the Green Season at Tundra Communities in Northern Alaska: A Fine-Scale Analysis~Frontiers in Plant Science~11~2020~~~10.3389/fpls.2020.01174~10188187~ ~10188187~OSTI~29/08/2020 19:02:05.330000000","The overarching goal of the project is to understand tundra ecosystem change across landscape types and enable realistic forecasts of change across the Arctic. The power of the International Tundra Experiment (ITEX)- Arctic Observatory Network (AON) is founded on a capacity to synthesize and compare results across sites that use standardized sampling protocols. Specifically, this project will (1) maintain the data-streams at ITEX-AON sites in Alaska near Toolik Lake, Imnavait Creek, Utqiagvik (Barrow), and Atqasuk; (2) lead two new ITEX network syntheses focused on soil carbon and phenocam imagery; (3) increase scientific literacy; and, (4) expand citizen science opportunities across communities in northern Alaska. The project will sustain an array of large and publicly available data-streams documenting ecosystem change occurring across the Arctic and will team up with citizen scientists to expand the monitoring footprint of the network and the societal relevance of this work to communities across the North Slope of Alaska. 

The ITEX network was chartered in 1990 to document and understand the ecological impacts of a warming Arctic. The US-led ITEX projects expanded their monitoring efforts across a larger spatial area with the use of automated sampling to form an Arctic Observatory Network (AON) in 2009. The ITEX-AON currently includes traditional ITEX measurements (phenology, cover, carbon flux and nutrient cycling), as well as phenocams, automated mobile sensor platforms (MISP) and mid-scale aerial imagery of 1 km2 ARCSS (Arctic System Science) grids established in the 1990s. In this phase of the project, collection of core data sets will be sustained and new data sets will be added with the aim of identifying and understanding patterns of change and feedbacks. Specifically, ITEX-AON will expand its collection of vegetation functional traits to better understand ecosystem response and predict future change. ITEX-AON will also further expand automated measurements to link plot level change (sampled by hand or with hand-held equipment) with landscape level observations (sampled by phenocams or drones) and high resolution regional imagery (sampled by aircraft or satellite). The new phase of ITEX-AON will include two synthesis efforts: (1) an examination of soil carbon dynamics across the ITEX network, and (2) a multi-scale phenological analysis using phenocam and high resolution satellite imagery to determine fine-scale spatiotemporal patterns of seasonal greening trends across the Arctic. Mentoring of postdocs, and training of graduate and undergraduate students are some of the primary broader impacts of this project. The project will continue to provide a test bed for engineering and software development that will be shared freely among the ITEX network and broader science community and will expand outreach activities aimed at improving science literacy.

This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
"doi:10.18739/A21V5BF2X",1203506,"These 2014 UpTempO buoys provide ocean temperature data for the upper 30 to 60m layer at increments of 2.5m to 10m.  Several buoys, identified below as ""SIZRS"", were deployed via airdrop from a US CG C-130, while all others were deployed via ships of oppurtunity. The deployment ship for each buoy is included in its name. All bouys reported their data hourly via satellite.  Theses UpTempO buoys were deployed in the Arctic Ocean between July and October of 2014. Data provided here are from buoys that have stopped reporting. For plots and track maps of these buoys, and for weekly updated data and plots for buoys that are currently reporting, please visit our website at http://psc.apl.washington.edu/UpTempO/Data.php .  The ascii data provided here are the raw translation from the buoy's binary transmission. A quality controlled UpTempO data product will become available on ACADIS by the end of 2015.  The following quantities (reported hourly) are available:     Temperature at nominal depths (typically between 2.5 and 60 m).    Ocean Pressure at 2 or 3 nominal depths. There is always one at the bottom of the chain.    Sea Level Pressure","Steele, M., S. Dickinson, J. Zhang, and R. Lindsay~Seasonal ice loss in the Beaufort Sea: Toward synchronicity and prediction,~J. Geophys. Res.~120~2015~1118-1132~~10.1002/2014JC010247~0~ ~0~ ~19/12/2020 04:01:53.406000000","This project will continue the development and deployment of UpTempO buoys in the Arctic Ocean. UpTempO buoys float at the ocean surface, equipped with (i) a sea level pressure sensor, (ii) a 60 m long string of 12 thermistors, and (iii) two ocean pressure sensors at 20 m and 60 m depth. In this next phase of the project, the research team will improve the buoy by adding a high precision conductivity/temperature pair near the surface on some buoys, which will provide calibration data as well as the first-ever Lagrangian near-surface salinity data in the rapidly freshening Arctic Ocean. They will also make several technical improvements, including the use of inductive modem technology which provides for a more flexible architecture. Two ?short? buoys will be built per year, for deployment in the Chukchi Sea. Data are recorded hourly, uploaded in near real time to the Iridium satellite communications network and then downloaded to the Global Telecommunications System (GTS) and to the investigators' local web site which is linked to national data centers. Buoy deployment uses existing assets such ship cruises planned as part of other projects. This project addresses several major targeted questions such as, ?What is the impact of warming and reduced sea ice cover on the physical marine system?? And ?Is the sea ice/ocean system undergoing an ?unprecedented transition into a different regime??, observing priorities such as to ?observe the energy balance of the atmospheric and oceanic boundary layers?, and high-priority regions (e.g, the Beaufort and Chukchi Seas) identified in the ?Observing Ocean and Sea Ice? 2005 SEARCH Implementation Workshop.  The team will plan a major new exhibit about polar buoys to be shown at (i) the annual Polar Science Weekend at Seattle?s Pacific Science Center and (ii) a new Portal to Current Research season-long exhibit to be developed as part of this project, in collaboration with the PacSciCenter."
"doi:10.18739/A2JQ0SV9F",1142145,"Measurements of surface, as well as snowpack ozone (O3), nitrogen oxides (NOx) and nitric oxide (NO), were measured at Dome C, Antarctica from December 2012 through January 2014. Gases were sampled from inlets on two snow towers (ST1, ST2) and one met tower (MT), with inlet heights ranging from 11m above the snowpack, down to -70 cm in the snowpack. Inlets on each tower were sampled through a heated conduit that housed 30m long, pre-conditioned 5/16"" PFA tubing to a ground-level lab nearby. Inlets switched every 10 minutes following a schedule that sampled all inlets from each tower for 10 minutes out of every 2-3 hour cycle. Given inlet heights are for the initial setup and are relative to the snowpack. Snowpack changed substantially for ST2, but change was negligible for ST1 and MT. Snow height measurements are provided in an additional dataset.","Preunkert, S., Legrand, M., Frey, M. M., Kukui, A., Savarino, J., Gallée, H., King, M., Jourdain, B., Vicars, W., and Helmig, D.~Formaldehyde (HCHO) in air, snow, and interstitial air at Concordia (East Antarctic Plateau) in summer,~Atmos. Chem. Phys.~15~2015~10.5194/a~~~0~ ~0~ ~30/08/2016 12:49:43.223000000","This US-French collaboration seeks to further our understanding  of the photochemical processes taking place in snow and firn, and the influences they may have on surface exchange between snowpack and the polar atmosphere. Such processes potentially impact the atmospheric composition of trace gases over the Antarctic continent.  

Vertically and temporally resolved records of ozone, nitrogen oxides (NOx), CO  as well as selected hydrocarbons  in the lower 10m of the atmosphere at Dome C will be sought over the course of this ~1+ season. Shading perturbation  experiments will also be undertaken to investigate photochemical transformations of photochemical oxidants in interstitial snowpack air.  Similar measurements that have been made at Summit (Greenland) will provide a basis for comparison, and a further refinement of a physical and chemical snowpack model depicting our understanding of snowpack-atmosphere chemical cycling in polar ice sheets.  By providing the core of a CU graduate student research project, this effort fosters  international research connections."
"doi:10.18739/A2930NV9D",1023334,"Daphniids are critical members of Holarctic freshwater ecosystems. However, little is known of their interactions with RNA viruses. These data represent sequence information supporting the hypothesis that a viral gene from a Phelobvirus-like RNA virus has been transferred into the genomes of common species of Arctic Daphnia.  The gene is similar to the RNA-Dependent RNA polymerase (RDRP) gene of phleboviruses (Phenuiviridae). The data also contain mitochondrial sequence from the host to classify the lineage of Daphnia that contains each ""fossil"" virus.  These data indicate, for the first time, that common species of Daphnia in the Arctic have been infected with RNA viruses. Moreover, the evidence indicates that viral genes may be maintained for a presently unknown host function. Because the paleoviruses represent a ""captured"" viral gene (RDRP) that is often used for the classification of RNA viruses, these data also provide a means of identifying and studying novel viruses and their present interactions in Arctic freshwater.","Crease, T. J., Omilian, A. R., Costanzo, K. S., & Taylor, D. J.~Transcontinental Phylogeography of the Daphnia pulex species complex.~Plos One~7~2012~e46620~~~0~ ~0~ ~31/12/2020 04:01:42.473000000","Subarctic freshwater lakes and ponds in Alaska are important oases for polar biodiversity and resources for arctic peoples. However, this habitat is also among the most sensitive to disturbances such as heavy metal pollution, eutrophication, and drainage or desiccation from climate warming. Environmental indicator species in freshwater have both acted as sentinels for ongoing change and as proxies for historical change. Phantom midges (Chaoborus), for example, are among the most important freshwater dipterans for aquatic toxicology and for indicating a boreal zone climate. In some cases, Chaoborus is believed to be a better sentinel of boreal forest-tundra boundary changes than the tree line because trees can have a growth lag that is negligible in midges. The larvae of Chaoborus are also voracious predators of microcrustaceans and, as such, can strongly affect the species compositions of freshwater habitats. The PI has recently found that two species of Chaoborus are common well beyond the tree line in roadside ponds of the Seward Peninsula of northwestern Alaska. This finding provides an opportunity to improve understanding of how tundra lakes and ponds may change as they encounter a keystone predator of the boreal zone. Moreover, the effect of direct human disturbances such as road construction on the freshwaters of the boreal zone ? tundra boundary can be assessed.

Several aspects of the biology of Chaoborus in subarctic North America are poorly known. Because there are slight morphological differences between tundra species and well-studied temperate species, the geographic source and even the species name of the tundra populations are unclear. One objective of this research is to test hypotheses about the genetic affinities of Chaoborus that are presently found on the tundra. This involves phylogenetic comparisons of tundra specimens with those from eastern Asia, and with boreal Alaska. Another goal is to test the hypothesis that road construction has facilitated the expansion of boreal zone Chaoborus deep into the tundra. Testing this hypothesis involves testing for the erosion of genetic diversity on tundra ponds compared to forest ponds with high-resolution genetic markers. This project will also carry out paleoecological assessments of the rate and mode of colonization of tundra ponds. This research will inform environmental biologists, fisheries managers, engineers and planners about the role of human disturbance on the freshwater ecosystems across the tundra-boreal forest boundary at a critical time. The project will enhance or even enable comparative studies of environment-indicating chaoborids and promote a deeper understanding of recent and ongoing anthropogenic change in subarctic freshwaters. The speed and mode of colonization of tundra ponds by Chaoborus midges is important to paleoecology but unknown."
"doi:10.18739/A20G3GZ8B",1303879,"This data set contains measurements from a Millimeter Cloud Radar (MMCR) that is deployed at Summit Station, Greenland as part of the Integrated Characterization of Energy, Clouds, Atmospheric state, and Precipitation at Summit (ICECAPS) Project. The MMCR points near-vertically and provides estimates of radar reflectivity, mean Doppler velocity, and Doppler spectrum width, as well as full Doppler spectra. Detailed information on these parameters and other aspects of the dataset are included in the netCDF header information for each file. The MMCR is owned by the National Oceanic and Atmospheric Administration, Earth System Research Laboratory. Field operations support is provided by the National Science Foundation's Arctic Observing Network (AON) Program.","Stillwell, R. A., R. R. Neely III, J. P. Thayer, M. D. Shupe, and D. D. Turner~Improved cloud phase determination of low level liquid and mixed-phase clouds by enhanced polarimetric lidar~Atmospheric Measurement Techniques~11~2018~835~~10.5194/amt-11-835-2018~0~ ~0~ ~15/08/2018 14:58:05.193000000","In 2010, the observatory at Summit, Greenland, in the center of the Greenland Ice Sheet (GIS), was expanded to include a comprehensive suite of cloud-atmosphere observing instruments including microwave and infrared spectrometers, cloud radar, depolarization lidar, ceilometer, precipitation sensor, sodar, and a twice-daily radiosonde program. This observing effort was termed ICECAPS (Integrated Characterization of Energy, Clouds, Atmospheric state, and Precipitation at Summit).  A continuation of this project is proposed here, with moderate enhancements to include atmospheric aerosol observations. Measurements from this expanded instrument suite will be used to derive critical baseline atmospheric data products including:
* Atmospheric State - tropospheric temperature, moisture, and wind profiles
* Aerosols - concentration of total particles and cloud condensation nuclei
* Cloud Macrophysics - occurrence, vertical boundaries, temperature
* Cloud Microphysics - phase, water content, and characteristic particle size
* Precipitation - type and rate
Together these products, when combined with similar ongoing measurements at Summit, can be used to study processes that impact the surface energy budget and precipitation at the site, as well as addressing questions related to atmospheric stability, cloud phase composition, the persistence of stratiform clouds, and aerosol-cloud interactions. It is further anticipated that these observations will continue to be used by a broad cross-section of the scientific community to promote understanding of GIS and Arctic climate, validate satellite observations, and evaluate model simulations.  Graduate students play significant roles in most aspects of this project, gaining valuable experience with polar field work, operating instruments, and processing data. In addition, this research team has developed a unique education and outreach plan to work with students from local schools using simple, proxy instrumentation to help develop their understanding of atmospheric principles and observations, and to enhance the scientific curriculum in their schools via a wide range of outreach activities."
"doi:10.18739/A2VM42Z20",1263854,"This data report contains methods and data from transects, permanent vegetation plots, and permafrost boreholes sampled in summer-fall 2015 at the Airport Site at Prudhoe Bay, Alaska, for the Arctic Science, Engineering, and Education for Sustainability (ArcSEES). The project, ""Cumulative effects of Arctic oil development—planning and designing for sustainability,"" was funded by the National Science Foundation (NSF Grant Nr. 1233854). The study site consists of three transects located near the Deadhorse Airport. This builds on data collected in 2014 at a site near Lake Colleen. A forthcoming data report will contain additional data from both sites collected from fall 2015 to summer 2016. The main objectives of the 2014 field program were to document the extent and effects of road dust and road-related flooding to the topography, landforms, permafrost, soils and vegetation near the Spine Road—the oldest, most heavily traveled road in the Prudhoe Bay region. A full description of the project goals, methods, data and conclusions from the 2014 field season is in Alaska Geobotany Center Data Report AGC 15-01 (Walker et al., 2015).  Objectives of the Summer 2015 field program were similar to those in 2014, except the focus of the study was three new transects established near the Deadhorse Airport and the northern terminus of the Dalton Highway at Milepost 414. This site offers some contrasts to Colleen Site A, including extensive dry thermokarst terrain with well-developed high-centered polygons along Transect 3, located southeast of the Dalton High‐way between the road and the Sagavanirktok River, and terrain in a heavily disturbed area northwest of the road where Transect 4 was established, that is mostly continuously flooded due to drainage being blocked by the road berm. Transect 5 was established to provide better options for permafrost coring on the west side of the road, since deep flooding and gravel deposits from previous flood events prevented coring on Transect 4. Transect 5 also provides an approximate local analog of the conditions that existed prior to road construction. Data were collected on all three transects during 1-10 August and 16-23 September 2015. Another coring site, Sagavanirktok River Site 1 (SR-1), was established south of the Airport Site along the Sagavanirktok River, where local destruction of the highway caused by flooding from the Sagavanirktok River in spring 2015 created a major disturbance (Shur et al., 2016). More info: http://www.geobotany.uaf.edu/arcsees/","Kanevskiy M., Shur, Y., and Jorgenson, T.~Ice-wedge thermokarst: Past, present, and future.~5th European Conference On Permafrost ? Book of Abstracts, 23 June - 1 July 2018, Chamonix, France~~2018~647~~~0~ ~0~ ~19/07/2018 19:51:38.763000000","This project devises a sustainable approach to assessing the cumulative effects of oil exploration though combining detailed ground studies, local community input, industry involvement, and an international perspective.  A three-pronged initiative is proposed: 1) A case study of the cumulative effects of industrial infrastructure at Prudhoe Bay, Alaska  will focus on infrastructure-related effects associated with gravel mines, roads and other areas of gravel placement. The study will include ground-based studies, an examination of infrastructure and landscape change at multiple scales, and a human dimension component that includes evaluation of adaptive management planning for infrastructure in northern Alaska and CE studies associated with the Iñupiat village of Nuiqsut. The study will develop a process-based understanding of infrastructure-related permafrost/ landform/ vegetation succession in terrain undergoing thermokarst formation (the development of highly eroded landforms the result from the thawing of ice-rich permafrost). The study will help to answer the questions ?What will these areas look like in 50 -100 years?? and ? Can adaptive management methods address the complex issues related to placement, usage and decommissioning of infrastructure in Northern Alaska??  2) An Arctic Infrastructure Action Group (AI-AG) will bring the CE issues to greater prominence in the international Arctic research community. The AI-AG
will consist of local people who interact with development infrastructure, permafrost scientists, ecologists, hydrologists, engineers, social scientists and educators seeking to develop adaptive management strategies that address the unique issues related to networks of infrastructure in arctic permafrost
environments. Three workshops will bring panarctic participants together, first in a scoping workshop and then to focus specifically on the two most rapidly expanding areas of Arctic infrastructure, the North Slope of Alaska and the Yamal Peninsula, Russia. 3) An education/outreach component  will train students in arctic systems and introduce them to the issues of industrial development and adaptive management approaches during an expedition along the Elliott and Dalton highways in Alaska. The course will include a section at Prudhoe Bay to learn firsthand about the issues with oilfield infrastructure, its impacts and vegetation rehabilitation practices. Students will also visit the village of Nuiqsut to experience village life and discuss CE issues with the local residents."
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
